,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Datetime,yr,mo,day
2896,1,65,44,55,-1,35,46,0.0,0.00,29.27,29.97,11.0,27,11.3,2014-10-08,2014,10,8
2898,1,62,43,53,-2,34,44,0.0,0.00,29.38,30.09,3.4,36,5.8,2014-10-09,2014,10,9
2900,1,58,39,49,-6,39,44,0.0,0.00,29.43,30.16,7.7,2,8.2,2014-10-10,2014,10,10
2902,1,59,36,48,-6,34,42,0.0,0.00,29.47,30.20,2.8,8,4.5,2014-10-11,2014,10,11
2904,1,63,38,51,-3,42,47,0.0,0.01,29.24,30.00,7.9,14,9.1,2014-10-12,2014,10,12
2906,1,67,56,62, 9,58,60,0.0,0.64,28.97,29.73,7.7,14,9.1,2014-10-13,2014,10,13
2908,1,65,52,59, 6,57,58,0.0,0.65,28.83,29.55,3.5,10,10.2,2014-10-14,2014,10,14
2910,1,55,50,53, 0,51,51,0.0,0.05,29.05,29.75,9.5,35,9.9,2014-10-15,2014,10,15
2912,1,56,50,53, 1,49,51,0.0,  T,29.02,29.77,4.1,24,7.4,2014-10-16,2014,10,16
2914,1,62,48,55, 3,46,50,0.0,  T,28.99,29.69,11.1,29,13.2,2014-10-17,2014,10,17
2916,1,50,36,43,-8,38,42,0.0,0.01,29.39,30.08,8.2,34,9.2,2014-10-18,2014,10,18
2918,1,54,33,44,-7,38,43,0.0,0.00,29.31,30.07,7.8,21,8.2,2014-10-19,2014,10,19
2920,1,65,46,56, 6,44,49,0.0,0.01,29.17,29.90,4.7,32,9.3,2014-10-20,2014,10,20
2922,1,53,45,49,-1,39,44,0.0,0.00,29.46,30.16,10.8,1,11.4,2014-10-21,2014,10,21
2924,1,56,35,46,-4,38,43,0.0,0.00,29.56,30.30,2.9,8,4.8,2014-10-22,2014,10,22
2926,1,59,36,48,-1,40,45,0.0,0.00,29.39,30.15,7.5,19,7.8,2014-10-23,2014,10,23
2928,1,67,52,60,11,46,52,0.0,0.00,29.25,30.00,4.4,22,5.8,2014-10-24,2014,10,24
2930,1,72,49,61,13,40,51,0.0,0.00,29.21,29.93,10.4,29,10.9,2014-10-25,2014,10,25
2932,1,64,42,53, 5,32,44,0.0,0.00,29.21,29.95,0.9,5,5.8,2014-10-26,2014,10,26
2934,1,77,51,64,16,51,58,0.0,0.00,28.92,29.66,12.0,19,12.9,2014-10-27,2014,10,27
2936,1,68,45,57,10,38,47,0.0,  T,29.15,29.85,14.8,26,15.6,2014-10-28,2014,10,28
2938,1,49,36,43,-4,32,40,0.0,0.00,29.36,30.06,9.5,29,9.9,2014-10-29,2014,10,29
2940,1,51,32,42,-4,34,40,0.0,0.00,29.34,30.09,5.1,24,5.5,2014-10-30,2014,10,30
2942,1,47,33,40,-6,25,33,0.1,0.03,29.49,30.20,22.6,34,22.9,2014-10-31,2014,10,31
